datetime,portfolio_value,cash,return
2023-11-15 09:30:00-05:00,100000.0,100000.0,
2023-11-16 09:30:00-05:00,100000.0,100000.0,0.0
2023-11-17 09:30:00-05:00,100734.46878051758,113.528564453125,0.00734468780517572
2023-11-18 09:30:00-05:00,100734.46878051758,113.528564453125,0.0
2023-11-20 09:30:00-05:00,101643.51016235352,113.528564453125,0.009024134368709191
2023-11-21 09:30:00-05:00,101504.55905151367,113.528564453125,-0.0013670436077807269
2023-11-22 09:30:00-05:00,101938.6623840332,113.528564453125,0.004276688028359565
2023-11-23 09:30:00-05:00,101938.6623840332,113.528564453125,0.0
2023-11-24 09:30:00-05:00,102704.79829406738,113.528564453125,0.007515655906371599
2023-11-25 09:30:00-05:00,102704.79829406738,113.528564453125,0.0
2023-11-27 09:30:00-05:00,103103.88175201416,52637.732429504395,0.0038857333306288044
2023-11-28 09:30:00-05:00,103040.61093902588,52637.732429504395,-0.0006136608235610685
2023-11-29 09:30:00-05:00,103381.38175201416,52637.732429504395,0.0033071505485340325
2023-11-30 09:30:00-05:00,103196.01364898682,52637.732429504395,-0.0017930511266718296
2023-12-01 09:30:00-05:00,103228.20121002197,52637.732429504395,0.00031190701943817345
2023-12-02 09:30:00-05:00,103228.20121002197,52637.732429504395,0.0
2023-12-04 09:30:00-05:00,103209.33310699463,52637.732429504395,-0.00018278050771181054
2023-12-05 09:30:00-05:00,103171.59351348877,52637.732429504395,-0.00036566066623777704
2023-12-06 09:30:00-05:00,103565.6421585083,52637.732429504395,0.0038193521259126673
2023-12-07 09:30:00-05:00,103354.74283599854,52637.732429504395,-0.002036383091092886
2023-12-08 09:30:00-05:00,103415.79148101807,52637.732429504395,0.0005906709585297154
2023-12-09 09:30:00-05:00,103415.79148101807,52637.732429504395,0.0
2023-12-11 09:30:00-05:00,103663.32270050049,52637.732429504395,0.0023935534016374937
2023-12-12 09:30:00-05:00,103878.66297149658,52637.732429504395,0.0020773043482142928
2023-12-13 09:30:00-05:00,104196.12134552002,52637.732429504395,0.003056049865702848
2023-12-14 09:30:00-05:00,105085.2324295044,52637.732429504395,0.008533053558068993
2023-12-15 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-16 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-18 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-19 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-20 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-21 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-22 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-23 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-26 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-27 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-28 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-29 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
2023-12-30 09:30:00-05:00,105085.2324295044,105085.2324295044,0.0
