datetime,portfolio_value,cash,return
2023-11-15 09:30:00-05:00,100000.0,100000.0,
2023-11-16 09:30:00-05:00,99991.1001586914,95498.90014648438,-8.899841308596113e-05
2023-11-17 09:30:00-05:00,100001.30004882812,95498.90014648438,0.00010200797991544164
2023-11-18 09:30:00-05:00,100001.30004882812,95498.90014648438,0.0
2023-11-20 09:30:00-05:00,100004.20013427734,95498.90014648438,2.9000477471896602e-05
2023-11-21 09:30:00-05:00,100030.70007324219,95498.90014648438,0.0002649882597856035
2023-11-22 09:30:00-05:00,100048.70025634766,95498.90014648438,0.00017994658732067847
2023-11-23 09:30:00-05:00,100048.70025634766,95498.90014648438,0.0
2023-11-24 09:30:00-05:00,100049.60021972656,95498.90014648438,8.995253077737075e-06
2023-11-25 09:30:00-05:00,100049.60021972656,95498.90014648438,0.0
2023-11-27 09:30:00-05:00,100045.40008544922,95498.90014648438,-4.198052034309896e-05
2023-11-28 09:30:00-05:00,100039.70001220703,95498.90014648438,-5.6974865784154005e-05
2023-11-29 09:30:00-05:00,100070.40008544922,95498.90014648438,0.0003068789014606388
2023-11-30 09:30:00-05:00,100053.70025634766,95498.90014648438,-0.00016688080678506356
2023-12-01 09:30:00-05:00,100056.6000366211,95498.90014648438,2.89822391976724e-05
2023-12-02 09:30:00-05:00,100056.6000366211,95498.90014648438,0.0
2023-12-04 09:30:00-05:00,100054.90020751953,95498.90014648438,-1.6988675419105093e-05
2023-12-05 09:30:00-05:00,100051.50024414062,95498.90014648438,-3.3980978161540776e-05
2023-12-06 09:30:00-05:00,100087.00012207031,95498.90014648438,0.00035481604816589574
2023-12-07 09:30:00-05:00,100068.00018310547,95498.90014648438,-0.00018983423363339025
2023-12-08 09:30:00-05:00,100073.50006103516,95498.90014648438,5.496140544059003e-05
2023-12-09 09:30:00-05:00,100073.50006103516,95498.90014648438,0.0
2023-12-11 09:30:00-05:00,100095.80017089844,95498.90014648438,0.00022283731307171095
2023-12-12 09:30:00-05:00,100115.2001953125,95498.90014648438,0.00019381456945177788
2023-12-13 09:30:00-05:00,100143.80004882812,95498.90014648438,0.0002856694433994722
2023-12-14 09:30:00-05:00,100223.90014648438,95498.90014648438,0.0007998507907349683
2023-12-15 09:30:00-05:00,100193.80004882812,95498.90014648438,-0.00030032854052031155
2023-12-16 09:30:00-05:00,100193.80004882812,95498.90014648438,0.0
2023-12-18 09:30:00-05:00,100227.76025634765,95517.96014648437,0.00033894519923372
2023-12-19 09:30:00-05:00,100243.26013427734,95517.96014648437,0.0001546465559048027
2023-12-20 09:30:00-05:00,100257.56006103515,95517.96014648437,0.0001426522515195483
2023-12-21 09:30:00-05:00,100231.26001220703,95517.96014648437,-0.00026232484425225966
2023-12-22 09:30:00-05:00,100256.56,95517.96014648437,0.0002524161403327785
2023-12-23 09:30:00-05:00,100256.56,95517.96014648437,0.0
2023-12-26 09:30:00-05:00,100258.66021972656,95517.96014648437,2.0948451917357502e-05
2023-12-27 09:30:00-05:00,100272.36017089844,95517.96014648437,0.00013664606271279744
2023-12-28 09:30:00-05:00,100286.7601953125,95517.96014648437,0.00014360911012278876
2023-12-29 09:30:00-05:00,100282.86004882812,95517.96014648437,-3.888994396450407e-05
2023-12-30 09:30:00-05:00,100282.86004882812,95517.96014648437,0.0
