datetime,portfolio_value,cash,return
2023-11-15 09:30:00-05:00,100000.0,100000.0,
2023-11-16 09:30:00-05:00,100000.0,100000.0,0.0
2023-11-17 09:30:00-05:00,100113.21878051758,50136.57986450195,0.0011321878051757661
2023-11-18 09:30:00-05:00,100113.21878051758,50136.57986450195,0.0
2023-11-20 09:30:00-05:00,100145.4097290039,50136.57986450195,0.00032154543504292477
2023-11-21 09:30:00-05:00,100439.55905151367,50136.57986450195,0.0029372222182297847
2023-11-22 09:30:00-05:00,100639.36108398438,50136.57986450195,0.001989276280755403
2023-11-23 09:30:00-05:00,100639.36108398438,25112.679260253906,0.0
2023-11-24 09:30:00-05:00,100654.30047607422,25112.679260253906,0.00014844482247244883
2023-11-25 09:30:00-05:00,100654.30047607422,25112.679260253906,0.0
2023-11-27 09:30:00-05:00,100584.57824707031,25112.679260253906,-0.0006926900159668348
2023-11-28 09:30:00-05:00,100489.95703125,25112.679260253906,-0.0009407129549013904
2023-11-29 09:30:00-05:00,100999.57824707031,25112.679260253906,0.005071364650517607
2023-11-30 09:30:00-05:00,100722.36108398438,25112.679260253906,-0.0027447358483794204
2023-12-01 09:30:00-05:00,100770.49743652344,25112.679260253906,0.00047791128028595864
2023-12-02 09:30:00-05:00,100770.49743652344,25112.679260253906,0.0
2023-12-04 09:30:00-05:00,100742.2802734375,25112.679260253906,-0.00028001412917222357
2023-12-05 09:30:00-05:00,100685.84088134766,25112.679260253906,-0.0005602354040096236
2023-12-06 09:30:00-05:00,101275.13885498047,25112.679260253906,0.005852838576650088
2023-12-07 09:30:00-05:00,100959.73986816406,25112.679260253906,-0.003114278493046907
2023-12-08 09:30:00-05:00,101051.03784179688,25112.679260253906,0.0009043008010127807
2023-12-09 09:30:00-05:00,101051.03784179688,25112.679260253906,0.0
2023-12-11 09:30:00-05:00,101421.21966552734,25112.679260253906,0.0036633154061220807
2023-12-12 09:30:00-05:00,101743.26007080078,25112.679260253906,0.003175276400101179
2023-12-13 09:30:00-05:00,102218.01763916016,25112.679260253906,0.004666231139330623
2023-12-14 09:30:00-05:00,103547.6792602539,25112.679260253906,0.013008094383003765
2023-12-15 09:30:00-05:00,103382.12872314453,77560.1792602539,-0.0015987855864281197
2023-12-16 09:30:00-05:00,103382.12872314453,77560.1792602539,0.0
2023-12-18 09:30:00-05:00,103568.90986450195,77665.00926025391,0.0018067062814852708
2023-12-19 09:30:00-05:00,103654.15919311524,77665.00926025391,0.0008231169829324703
2023-12-20 09:30:00-05:00,103732.8087902832,77665.00926025391,0.0007587693323665157
2023-12-21 09:30:00-05:00,103588.15852172852,77665.00926025391,-0.0013944505141775254
2023-12-22 09:30:00-05:00,103727.30845458985,77665.00926025391,0.0013432996092128668
2023-12-23 09:30:00-05:00,103727.30845458985,77665.00926025391,0.0
2023-12-26 09:30:00-05:00,103738.85966308594,77665.00926025391,0.00011136130560207569
2023-12-27 09:30:00-05:00,103814.20939453125,77665.00926025391,0.0007263404638342408
2023-12-28 09:30:00-05:00,103893.4095288086,77665.00926025391,0.0007629026386586357
2023-12-29 09:30:00-05:00,103871.95872314453,77665.00926025391,-0.00020646935894541585
2023-12-30 09:30:00-05:00,103871.95872314453,77665.00926025391,0.0
