datetime,portfolio_value,cash,return
2023-01-03 09:30:00-05:00,100000.0,100000.0,
2023-01-04 09:30:00-05:00,99845.29968261719,50031.900634765625,-0.0015470031738281653
2023-01-05 09:30:00-05:00,99560.60134887695,25125.201110839844,-0.002851394453671996
2023-01-06 09:30:00-05:00,99763.51773071289,12528.44107055664,0.0020381192870146947
2023-01-07 09:30:00-05:00,99763.51773071289,6406.681304931641,0.0
2023-01-09 09:30:00-05:00,101656.96011352539,6406.681304931641,0.018979306522885375
2023-01-10 09:30:00-05:00,100870.72134399414,3283.7213439941406,-0.007734234514323646
2023-01-11 09:30:00-05:00,102145.60415649414,1734.7213439941406,0.01263877957363202
2023-01-12 09:30:00-05:00,103291.12478637695,950.2613220214844,0.011214585682295164
2023-01-13 09:30:00-05:00,102501.17004394531,553.59130859375,-0.007647847228553273
2023-01-14 09:30:00-05:00,102501.17004394531,159.9713134765625,0.0
2023-01-17 09:30:00-05:00,103764.77416992188,159.9713134765625,0.012327704409957674
2023-01-18 09:30:00-05:00,103902.57385253906,159.9713134765625,0.0013280006025120361
